Loan Sanction Amount (USD),Gender,Age,Income (USD),Income Stability,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Co-Applicant
12094.29,F,46,1256.29,Low,Semi-Urban,15117.86,152.77,2,766.73,0,Inactive,1
31117.37,M,35,2781.7,Low,Semi-Urban,44453.38,269.57,1,853.45,0,Inactive,1
52812.52,M,31,2455.88,Low,Semi-Urban,70416.69,317.3,3,825.58,0,Inactive,1
62576.92,F,49,NA,Low,Rural,83435.9,229.05,2,779.52,0,Unpossessed,1
24449.14,M,51,1954.82,Low,Semi-Urban,34927.34,249.66,2,656.28,1,Active,1
17788.44,F,49,NA,Low,Semi-Urban,22235.55,104.09,1,783.85,1,Inactive,1
46485.92,F,43,4614.61,Low,Rural,61981.23,290.09,2,773.4,0,Active,1
94331.55,M,63,2499.36,Low,Rural,134759.36,417.62,2,682.56,0,Unpossessed,1
22984.19,M,47,1560.74,Low,Rural,32834.56,166.77,5,698.99,1,Inactive,1
58168.86,M,62,665.57,High,Semi-Urban,72711.08,330.51,2,794.18,0,Inactive,0
28186.78,M,40,1399.49,Low,Semi-Urban,40266.83,222.82,3,657.44,0,Inactive,1
111939.44,F,64,3810.17,Low,Semi-Urban,172214.53,699.01,4,681.28,1,Inactive,1
146615.5,M,59,5487.41,Low,Semi-Urban,183269.38,720.04,2,808.55,0,Active,1
55701.83,F,60,2120,Low,Semi-Urban,85695.12,456.27,3,702.21,0,Active,1
154628.7,M,59,4082.18,Low,Urban,206171.6,588.18,2,810.15,0,Unpossessed,1
67955.98,M,18,1556.17,NA,Semi-Urban,84944.97,238.78,1,810.18,0,Unpossessed,1
132078.57,F,62,1913.3,High,Semi-Urban,176104.76,NA,2,869.33,1,Active,1
25214.07,M,23,1681.75,Low,Semi-Urban,38790.88,384.99,4,668.04,0,Inactive,1
231258.53,M,51,4004.98,Low,Urban,330369.33,875.04,2,690.56,0,Inactive,1
37309,F,51,2277.8,Low,Urban,53298.57,232.62,3,692.13,1,Unpossessed,1
37006.08,M,51,1770.85,Low,Semi-Urban,52865.83,-999,2,700.34,0,Inactive,1
16262.93,M,55,1935.99,Low,Semi-Urban,21683.91,117.4,3,764.87,1,Inactive,1
78033.32,M,43,5871.49,Low,Urban,104044.42,504.44,1,848.19,1,NA,1
114561.75,F,65,1973.33,High,Semi-Urban,114561.75,575.24,1,852.46,0,Unpossessed,1
26844.21,F,25,10250.59,Low,Urban,35792.28,381.55,2,775.28,0,Active,1
36010.48,M,27,NA,Low,Semi-Urban,51443.55,236.04,3,654.1,0,Active,1
20516.7,M,33,837.18,Low,Semi-Urban,31564.16,147.36,4,658.9,1,Inactive,1
68554.36,F,65,1278.35,High,Urban,97934.8,381.71,2,863.45,0,Unpossessed,1
101583.82,M,18,4148.99,Low,Urban,126979.78,560.2,3,781.85,0,Unpossessed,1
46129.1,F,53,NA,Low,Urban,65898.71,481.08,3,NA,0,Inactive,1
131803.18,F,18,2628.7,Low,Rural,188290.26,574.58,4,808.63,0,Inactive,1
44743.85,F,33,3158.74,Low,Urban,63919.78,398.36,2,NA,0,Active,1
31003.35,F,18,2038.79,Low,Semi-Urban,44290.5,514.58,2,720.67,0,Inactive,1
177676.51,F,22,3424.39,Low,Urban,253823.59,694.59,NA,NA,0,Inactive,1
109830.53,M,41,NA,Low,Urban,146440.71,429.85,2,766.76,0,Inactive,1
31012.91,M,24,1294.2,Low,Semi-Urban,41350.55,192.35,3,766.33,0,Unpossessed,1
82013.84,M,52,3224.33,Low,Rural,109351.79,1013.45,2,806.68,0,Inactive,1
108483.8,F,43,2830.36,Low,Semi-Urban,154976.85,424.4,2,729.62,0,Inactive,1
65999.86,M,57,2018.25,NA,Urban,94285.51,531.11,1,752.88,0,Inactive,1
54392.59,M,18,1320.57,Low,Rural,83680.91,312.53,3,662.09,0,Inactive,1
73904,F,49,NA,Low,Semi-Urban,105577.14,412.07,NA,871.93,1,Inactive,1
73012.6,M,60,1537.82,NA,Rural,104303.71,352.34,1,NA,0,Inactive,1
43617.31,M,40,2426.39,Low,Rural,62310.45,488.98,1,727.26,0,Unpossessed,1
65760,F,18,3200.55,Low,Semi-Urban,93942.86,460.36,NA,NA,1,Active,1
90970.64,F,44,3132.66,Low,Semi-Urban,121294.19,484.47,1,759.03,0,Unpossessed,1
48442.85,F,18,NA,Low,Semi-Urban,69204.07,509.72,2,680.3,1,Active,1
53332.69,F,60,1627.91,Low,Semi-Urban,76189.56,409.45,1,740.61,0,Unpossessed,1
49728.6,F,35,3076.63,Low,Semi-Urban,71040.85,622.69,2,838.08,0,Inactive,1
85274.66,F,60,3852.64,Low,Semi-Urban,121820.94,730.11,4,723.44,0,Inactive,1
16471.86,M,18,1032.91,Low,Semi-Urban,25341.33,141.03,1,672.71,0,Inactive,1
79712.98,NA,65,2197.56,High,Semi-Urban,106283.97,324.35,3,834.25,0,Inactive,1
57044.61,F,50,NA,Low,Semi-Urban,81492.3,650.52,NA,754.89,0,Unpossessed,1
108982.32,F,18,1961.06,Low,Rural,155689.03,454.58,2,792.65,0,Active,1
60510.11,M,45,2792.06,Low,Urban,80680.15,206.71,2,809.23,1,NA,1
110769.92,F,45,NA,Low,Rural,158242.74,517.56,3,757.51,1,Inactive,1
78427.8,F,48,3945.43,Low,Semi-Urban,112039.72,834.67,2,652.99,1,Active,1
15222.24,M,21,1277.68,Low,Semi-Urban,20296.32,222.61,NA,778.73,0,Unpossessed,1
112614.31,M,19,4206.95,Low,Semi-Urban,160877.59,520.27,2,743.71,0,Unpossessed,1
19300.78,F,18,737.76,Low,Semi-Urban,27572.55,75.24,1,741.78,0,Inactive,1
117928.78,F,39,NA,Low,Semi-Urban,147410.98,459.08,2,810.2,0,Inactive,1
39862.14,F,55,3517.79,Low,Semi-Urban,56945.91,304.22,2,687.96,0,Active,1
42148.62,M,52,1800.29,Low,Rural,52685.77,323.04,1,750.55,0,Unpossessed,1
76881.67,M,61,NA,Low,Semi-Urban,109830.96,506.09,1,712.16,1,Inactive,1
54486.48,F,26,2981.7,Low,Semi-Urban,68108.1,406.45,3,783.07,0,Active,1
12608.74,F,22,1065.06,Low,Rural,19398.06,211.29,2,715.27,1,Inactive,1
53088.69,M,23,NA,Low,Semi-Urban,81674.91,392.05,2,686.86,0,Inactive,1
38196.68,F,18,2096.05,Low,Rural,50928.91,200.96,2,781.49,0,Unpossessed,1
78091.39,M,55,4141.99,Low,Urban,120140.6,465.37,5,742.53,0,Unpossessed,1
72079.86,F,38,3980.55,Low,Semi-Urban,102971.23,534.49,2,755.85,0,NA,1
107153.02,M,53,3455.09,Low,Semi-Urban,153075.74,785.2,2,824.75,0,Active,1
71036.91,F,65,NA,High,Rural,109287.56,356.35,NA,668.74,0,Inactive,1
56070.46,F,26,3057.37,Low,Rural,70088.08,342.36,NA,765.09,0,Inactive,1
28607.1,M,40,2004.26,Low,Semi-Urban,44010.93,254.54,2,679.34,1,Active,1
138637.74,M,60,2824.57,High,Semi-Urban,173297.17,550.13,2,784,1,Active,1
27505.42,M,65,1635,High,Semi-Urban,39293.46,250.95,NA,NA,0,Active,1
45177.12,F,46,NA,Low,Rural,64538.74,333.21,3,772.3,0,Inactive,1
45025.76,F,35,3044.71,Low,Semi-Urban,64322.51,244.77,2,843.59,0,Unpossessed,1
79466.02,M,64,NA,Low,Semi-Urban,105954.69,334.35,2,784.41,0,Unpossessed,1
60387.86,M,51,1710.57,Low,Semi-Urban,75484.83,522.18,2,821.58,0,Inactive,1
58369.12,M,63,2931.49,Low,Rural,83384.46,321.89,2,739.71,0,Unpossessed,1
68973.07,M,46,2188,Low,Semi-Urban,91964.09,455.61,1,793.29,0,Inactive,1
26081.15,F,35,1746.19,Low,Semi-Urban,40124.84,185.05,2,668.56,1,Inactive,1
22417.05,M,29,2472.79,Low,Semi-Urban,34487.77,238.94,2,665.16,0,Inactive,1
220725.39,M,19,6363.6,Low,Semi-Urban,275906.74,1164,2,834.69,0,Unpossessed,1
59700.82,F,18,2615.52,Low,Semi-Urban,91847.41,608.59,2,673.3,1,Active,1
6654.67,M,25,1217.71,Low,Semi-Urban,10237.96,102.77,NA,698.56,0,Unpossessed,1
69217.4,M,18,1408.5,Low,Rural,106488.3,529.04,4,702.19,0,Active,1
32689.97,F,59,954.35,Low,Semi-Urban,50292.26,202.76,2,656.03,0,Active,1
132457.35,F,61,2213.2,High,Semi-Urban,189224.79,498.92,2,845.6,1,Inactive,1
118718.02,M,29,NA,Low,Semi-Urban,169597.17,579.42,3,846.3,0,Inactive,1
23464.05,M,62,NA,Low,Rural,36098.54,171.53,3,718.83,0,Unpossessed,1
46811.67,F,54,2660.18,Low,Semi-Urban,66873.81,514.62,3,803.51,0,Inactive,1
36979.32,F,31,3171.08,Low,Urban,52827.6,494.08,2,762.08,0,Inactive,1
52783.15,F,64,1845.83,High,Semi-Urban,70377.53,335.87,2,855.66,0,Inactive,0
77633.74,M,52,1981.54,Low,Semi-Urban,103511.65,430.93,1,851.03,0,Unpossessed,1
89782.88,F,23,2611.57,Low,Rural,128261.25,403.07,2,694.77,1,Active,1
37023.21,M,50,3395.41,Low,Rural,46279.01,239.17,1,859.47,0,Unpossessed,1
131753.09,F,52,NA,Low,Urban,188218.7,2052.85,2,845.3,1,Active,1
5272.63,F,55,NA,Low,Semi-Urban,7030.17,85.48,3,793.5,0,Inactive,1
228032.81,F,18,3378.02,Low,Semi-Urban,304043.75,862.75,2,850.72,1,NA,1
93220.37,F,51,NA,NA,Rural,133171.96,455.5,1,749,0,Inactive,1
100859.33,F,65,1317.67,High,Semi-Urban,112065.92,398.55,2,865.01,1,Unpossessed,0
181101.17,F,18,5167.2,Low,Semi-Urban,201223.52,673.61,1,860.83,0,Active,0
65458.82,F,23,2402.38,Low,Semi-Urban,87278.42,447.04,3,845.46,0,Inactive,1
68917.56,M,18,1753.23,Low,Semi-Urban,106027.02,571.04,2,704.32,1,Active,1
57390.52,F,60,1750.42,High,Rural,76520.7,228.4,2,830.05,1,Unpossessed,1
56039.01,F,18,1604.77,Low,Semi-Urban,80055.73,329.73,2,674.37,0,Unpossessed,1
63959.76,F,26,2146.94,Low,Semi-Urban,91371.08,521.89,NA,668.45,0,Inactive,1
24125.41,M,60,2314.06,Low,Semi-Urban,37116.02,183.72,2,NA,0,Inactive,1
83122.31,F,41,3946.96,Low,Rural,103902.89,574.58,2,843.08,0,Inactive,1
139885.72,M,40,3030.75,Low,Semi-Urban,186514.3,962.02,2,851.66,0,NA,1
24654.94,M,18,1338.93,Low,Semi-Urban,37930.67,415.26,1,706.7,0,Inactive,1
128068.25,M,44,2118.31,Low,Semi-Urban,182954.65,522.67,2,777.41,0,Unpossessed,1
21062.26,F,39,1869.22,Low,Semi-Urban,32403.48,255.28,2,700.28,0,Active,1
54549.45,M,56,NA,Low,Semi-Urban,72732.6,226.07,1,783.6,0,Unpossessed,1
22718.28,F,18,826.14,Low,Rural,32454.69,223.07,2,NA,1,Inactive,1
158955.9,M,63,2753.64,Low,Semi-Urban,158955.9,449.56,5,850.04,0,Active,1
30283.52,F,36,NA,Low,Rural,40378.03,200.41,2,784.22,0,Active,1
27046.49,M,42,2013.11,Low,Semi-Urban,38637.84,266.07,2,852.43,0,Active,1
102109.18,M,43,2546.62,Low,Rural,145870.26,571.72,2,656.19,0,Inactive,1
22885.65,F,35,1630.02,Low,Rural,30514.2,102.85,1,755.99,0,Unpossessed,1
44657.16,F,64,1089.73,NA,Semi-Urban,63795.94,289.04,2,864.54,0,Active,1
89172.67,M,31,NA,Low,Urban,137188.73,946.27,1,668.12,0,Inactive,1
17818.77,F,49,NA,Low,Semi-Urban,25455.38,134.93,4,660.15,0,Inactive,1
15542.52,F,31,1529.95,Low,Rural,23911.57,239.4,2,655.81,1,Inactive,1
18125.49,M,52,3365.69,NA,Rural,25893.56,136.17,NA,738.58,0,Inactive,1
15525.93,M,53,1945.24,Low,Semi-Urban,20701.24,208.08,1,814.88,1,Inactive,1
287083.11,M,18,5880.58,Low,Semi-Urban,358853.89,965.99,2,776.02,0,Inactive,1
32555.5,F,46,2458.78,Low,Urban,50085.39,249.23,2,683.49,0,Active,1
147284.76,M,65,2646.55,High,Semi-Urban,184105.95,505.48,2,NA,0,Active,0
17031.67,M,18,NA,Low,Rural,26202.57,122.23,3,702.64,1,Unpossessed,1
52012.65,M,53,1646.03,Low,Semi-Urban,65015.81,181.17,2,803.69,0,NA,1
83728.94,M,18,4054.71,Low,Semi-Urban,119612.77,455.87,2,678.34,0,Unpossessed,1
20849.28,M,18,1025.7,Low,Rural,29784.68,130.53,NA,653.25,0,Active,1
68175.1,F,18,2751.68,Low,Semi-Urban,90900.14,469.02,1,795.97,0,Inactive,1
16380.44,M,18,1171.02,Low,Semi-Urban,23400.63,213.15,2,664.09,0,Inactive,1
64010.7,M,40,1994.25,Low,Semi-Urban,91443.85,452.84,2,674.05,0,Active,1
194442.58,F,58,4326.98,Low,Semi-Urban,243053.22,876.97,4,837.57,0,Active,1
79182.46,M,45,1324.15,Low,Semi-Urban,98978.08,407.92,2,NA,0,NA,1
240426.02,F,24,3286.22,Low,Urban,343465.74,804.7,2,884.08,0,Active,1
90096.16,M,18,1052.46,Low,Rural,112620.2,384.81,4,857.41,1,Active,1
102430.21,F,40,2092.07,Low,Rural,146328.87,790.94,3,667.9,0,Unpossessed,1
220137.33,F,56,4511.52,Low,Semi-Urban,293516.44,826.74,2,755.03,0,Inactive,1
74757.33,F,47,2121.13,Low,Rural,106796.18,534.64,NA,686.13,0,Inactive,1
119218.16,F,32,1237.64,Low,Semi-Urban,170311.66,485.86,2,878.07,1,Unpossessed,1
22469.45,M,48,2342.02,Low,Rural,34568.38,163.25,NA,734.19,0,Active,1
46828.78,F,65,2176.39,High,Semi-Urban,62438.37,344.61,2,804.59,0,Active,1
96559.9,F,18,NA,Low,Semi-Urban,137942.72,429.92,3,714.63,0,Unpossessed,1
123597.42,F,33,2296.87,Low,Rural,190149.87,570.83,2,737.02,1,Active,1
205892.38,F,56,4430.06,Low,Semi-Urban,257365.48,-999,NA,875.01,1,Inactive,1
41096.37,F,21,2395.42,Low,Semi-Urban,51370.46,257.4,3,799.32,0,Unpossessed,1
53148.34,F,37,1881.24,Low,Semi-Urban,70864.45,428.91,NA,774,0,Inactive,1
55092.7,F,65,1400.87,High,Semi-Urban,73456.94,345.34,1,855.92,0,Active,0
141143.56,F,19,3489.98,Low,Semi-Urban,176429.45,645.85,2,801.74,1,Unpossessed,1
52991.92,M,63,2118.03,High,Semi-Urban,66239.9,338.65,1,807.21,0,Unpossessed,1
118410.38,M,63,1968.13,NA,Urban,182169.81,978.33,3,669.21,0,Active,1
20991.46,F,56,1890.27,Low,Rural,29987.8,202.59,2,780.95,0,Unpossessed,1
92662.72,M,63,2493.01,Low,Semi-Urban,123550.3,336.17,2,856.71,0,Inactive,1
54877.65,M,45,1384.58,Low,Semi-Urban,73170.2,274.43,4,787.42,0,Active,1
26861.84,M,37,1521.7,Low,Semi-Urban,35815.79,357.72,1,792.83,0,Active,1
125736.68,F,18,NA,Low,Rural,193441.05,560.79,5,744.93,1,Active,1
13100.12,F,61,1178.25,Low,Semi-Urban,18714.45,93.56,1,729.86,0,NA,1
42341.44,F,29,NA,Low,Semi-Urban,60487.77,345.78,4,682.83,0,Unpossessed,1
102751.49,M,59,NA,Low,Semi-Urban,146787.84,393.06,3,672.56,1,Inactive,1
22493.44,F,18,2714.37,Low,Semi-Urban,32133.49,174.68,1,829.54,0,Unpossessed,1
228882.15,M,20,3064.76,Low,Semi-Urban,326974.5,1066.01,2,744.66,1,NA,1
81871.6,M,49,3251.05,Low,Rural,125956.31,368.47,2,720.94,0,Inactive,1
51978.19,F,59,1341.99,Low,Semi-Urban,74254.56,391.28,2,759.28,0,Inactive,1
39680.8,F,20,1735.3,Low,Rural,61047.39,353.53,NA,682.14,0,Active,1
32943.54,M,47,2158.92,Low,Semi-Urban,41179.43,188.01,1,805.96,0,Inactive,1
25964.96,F,29,1170.36,Low,Semi-Urban,37092.8,175.9,2,799.45,0,Unpossessed,1
177188.93,M,37,NA,Low,Rural,272598.36,809.62,4,747.19,0,Inactive,1
105805.68,M,65,2541.43,High,Semi-Urban,162777.97,505.72,2,701.43,0,Inactive,1
17746.04,M,36,1432.32,Low,Semi-Urban,25351.49,121.43,1,832.72,0,Unpossessed,1
17540.63,M,54,NA,Low,Semi-Urban,26985.59,122.61,2,652.17,0,Unpossessed,-999
20397.49,F,43,3324.91,Low,Semi-Urban,27196.65,141.1,NA,768.9,1,Inactive,1
17710.65,F,18,1178.87,Low,Semi-Urban,27247.15,141.78,2,654.57,1,Unpossessed,1
52457.57,M,29,1893.26,Low,Semi-Urban,80703.96,410.03,2,714.78,0,Unpossessed,1
64319.83,M,48,3676.45,Low,Semi-Urban,80399.79,398.28,4,798.9,0,Active,1
24448.52,M,61,1562.95,High,Semi-Urban,32598.02,369.69,1,846.46,0,Unpossessed,0
23817.43,F,50,NA,Low,Semi-Urban,36642.2,198.71,1,661.78,0,Unpossessed,1
88324.51,F,34,1982.44,Low,Semi-Urban,126177.87,532.83,2,706.2,0,Active,1
51852.37,F,18,2061.07,NA,Semi-Urban,79772.88,519.44,3,670.09,0,Unpossessed,1
59395.77,F,53,NA,NA,Urban,74244.71,643.26,3,807.55,0,Unpossessed,1
27082.72,M,60,1834.82,Low,Rural,38689.6,413.3,3,665.27,0,Active,1
63258.21,F,60,892.67,Low,Semi-Urban,90368.87,297.67,5,775.46,1,Active,1
39503.88,F,36,NA,Low,Semi-Urban,49379.85,165.17,1,819.25,0,Active,1
96328.91,F,26,2275.89,Low,Rural,148198.32,426.92,3,671.66,0,Inactive,1
205017.34,F,51,3734.98,Low,Urban,256271.68,813.61,2,882.61,0,Active,1
20776.57,F,57,NA,Low,Semi-Urban,29680.81,338.34,NA,744.73,1,Unpossessed,1
81426.01,M,61,1916.29,High,Semi-Urban,125270.78,538.27,1,703.03,1,Inactive,1
121493.28,M,31,2676.19,Low,Semi-Urban,161991.04,675.1,2,NA,0,Unpossessed,1
20484.45,F,32,1131.06,Low,Semi-Urban,31514.54,341.75,3,681.91,0,Active,1
40452.28,F,62,1611.89,High,Rural,53936.38,221.63,1,867.38,1,Inactive,1
31158.99,M,65,2600.56,High,Rural,41545.32,285.37,1,801,1,Unpossessed,1
58300.46,M,18,1971.36,Low,Semi-Urban,77733.95,428.52,3,850.94,1,Active,1
117370.58,M,29,1714.54,Low,Urban,167672.25,470.21,1,725.87,0,NA,1
16710.78,F,18,3137.67,Low,Semi-Urban,22281.04,246.08,2,816.33,0,Unpossessed,-999
24494.14,M,18,3107.98,Low,Semi-Urban,30617.67,264.71,1,801.78,1,Inactive,1
84564.26,F,65,1813.54,High,Rural,112752.35,393.06,2,850.96,1,Active,1
76800.96,M,22,3797.97,Low,Semi-Urban,118155.32,635.95,2,738.81,0,Active,1
33126.61,F,18,NA,Low,Rural,47323.73,372.52,1,704.12,0,Inactive,1
103112.11,F,22,4097.62,Low,Semi-Urban,137482.81,556.52,1,805.63,1,Unpossessed,1
9770.73,M,44,919.06,Low,Semi-Urban,13958.19,146.19,2,782.39,0,Active,1
24125.1,F,29,1513.57,NA,Semi-Urban,34464.43,155.9,4,741.64,0,Active,1
185743.09,M,50,7297.42,Low,Semi-Urban,265347.27,940.97,3,783.18,0,Inactive,1
64808.82,F,28,2442.49,NA,Semi-Urban,92584.03,297.17,NA,790.68,0,Unpossessed,1
45886.41,F,41,NA,Low,Semi-Urban,70594.47,442.29,4,714.69,0,Inactive,1
34363.97,M,18,6111.97,Low,Semi-Urban,45818.63,196.53,3,854.36,1,Inactive,1
51205.4,M,63,2588.85,Low,Semi-Urban,68273.87,277.88,2,868.46,1,Inactive,0
85645.48,F,42,1042.28,NA,Semi-Urban,114193.97,369.51,3,849.82,0,Unpossessed,1
85240.77,M,32,NA,NA,Urban,121772.53,592.81,3,NA,0,Unpossessed,1
84736.44,F,61,1547.42,High,Semi-Urban,84736.44,415.04,1,858.64,0,Inactive,0
82682.84,M,31,NA,Low,Semi-Urban,118118.35,544.4,1,838.51,0,Inactive,1
28211.22,M,45,1165.76,Low,Semi-Urban,43401.88,204.02,3,725.23,0,Active,1
19394.17,M,58,1211.67,Low,Semi-Urban,21549.08,245.63,4,856.58,0,Inactive,1
130962.34,M,36,3066.78,Low,Semi-Urban,174616.45,775.32,3,877.46,0,Inactive,0
33825.22,F,28,2542.8,Low,Semi-Urban,48321.74,232.3,1,723.13,0,Unpossessed,1
34330.53,F,46,1739.5,Low,Semi-Urban,49043.61,253.84,2,745.87,0,Unpossessed,1
25692.26,F,57,1610.64,Low,Semi-Urban,36703.23,199.79,1,719.57,0,Unpossessed,1
59672.56,M,48,1724.55,Low,Semi-Urban,91803.94,463.74,3,715.29,0,Unpossessed,1
33778.63,M,20,2934.23,Low,Semi-Urban,48255.18,183.19,3,660.73,0,Unpossessed,1
87960.89,F,29,NA,Low,Semi-Urban,125658.41,367,1,858,0,Inactive,1
33310.34,F,24,2311.39,Low,Urban,44413.79,266.66,1,832.08,0,Active,1
117119.74,M,64,NA,Low,Semi-Urban,167313.92,726.71,3,832.43,0,Inactive,1
108950.65,M,32,3925.8,Low,Semi-Urban,155643.79,457.76,2,685.11,0,Active,-999
15225.8,F,18,NA,Low,Semi-Urban,20301.07,95.49,2,799.57,0,NA,1
62378.2,M,28,2292.82,Low,Semi-Urban,95966.46,506.36,5,709.2,1,Unpossessed,1
4979.95,F,18,1659.97,Low,Semi-Urban,7114.22,94.57,2,669.48,1,Unpossessed,1
31755.95,F,53,705.83,Low,Semi-Urban,45365.64,164.37,2,675.95,0,Active,1
82172.73,F,49,1086.9,Low,Rural,117389.61,323.87,4,NA,1,Unpossessed,1
73681.5,M,18,1224.61,Low,Semi-Urban,105259.29,562.16,5,NA,1,Active,1
52378.75,M,62,1267.85,Low,Semi-Urban,74826.79,343.93,2,717.19,0,Active,1
52793.49,M,20,NA,NA,Semi-Urban,75419.27,707.25,1,705.06,0,Active,1
22660.98,M,36,NA,Low,Semi-Urban,28326.22,157.22,3,757.06,0,Inactive,1
105565.56,F,18,2282.87,Low,Semi-Urban,162408.55,767.51,3,661.95,0,Inactive,1
91950.36,M,56,1519.94,Low,Semi-Urban,131357.66,528.56,2,658.57,0,Unpossessed,1
25767.26,F,60,2432.6,Low,Semi-Urban,39641.94,269.15,2,677.2,0,Inactive,1
127105.55,F,19,3312.71,Low,Semi-Urban,195547,518.06,1,655.23,0,Inactive,1
23517.47,F,63,1266.94,Low,Semi-Urban,33596.38,279.27,2,684.46,0,Active,1
84711.94,M,36,NA,Low,Semi-Urban,112949.25,493.92,3,763.38,0,Inactive,1
88960.83,M,42,3659.04,Low,Rural,118614.44,648.55,2,861.32,1,Unpossessed,1
59324.7,F,51,2052.94,Low,Semi-Urban,84749.57,427.36,3,841.44,1,Unpossessed,1
81597.23,F,36,2346.77,Low,Semi-Urban,108796.31,731.88,3,773.93,0,Unpossessed,1
168396.03,M,26,3022.26,Low,Semi-Urban,224528.04,922.71,2,858.71,0,Active,1
74007.78,M,38,1580.7,Low,Semi-Urban,92509.73,294.2,2,772.67,0,NA,1
202548.92,M,42,5609.72,Low,Urban,270065.23,912.37,2,817.59,0,Unpossessed,1
24395.62,M,30,4923.75,Low,Semi-Urban,34850.88,258.19,3,684.5,1,Active,1
56094.72,M,62,NA,High,Rural,74792.96,275.31,1,847.55,1,Active,1
18190.66,M,18,967.98,Low,Semi-Urban,22738.33,222.48,2,793.82,0,Unpossessed,1
22261.56,F,50,979.6,Low,Semi-Urban,31802.23,155.05,2,722.77,0,Inactive,1
29467.07,F,60,2610.26,Low,Rural,45333.95,325.2,2,679.29,1,Active,1
35897.92,F,42,2133.21,Low,Semi-Urban,44872.4,483.14,3,775.24,1,Inactive,1
134481.25,M,35,2442.49,Low,Semi-Urban,179308.33,547.24,4,825.61,0,Active,1
125358.65,M,56,NA,Low,Semi-Urban,179083.79,516.39,2,NA,1,Active,1
25146.86,F,37,1916.86,Low,Semi-Urban,35924.09,399.41,1,683.49,1,Active,1
35294.06,M,23,3949.74,Low,Urban,44117.58,343.22,3,774.86,0,Unpossessed,1
33328.84,M,26,1615.75,Low,Semi-Urban,44438.46,190.27,NA,838.83,0,Unpossessed,1
56729.78,M,18,4041.46,Low,Urban,75639.71,482.08,4,NA,0,Inactive,1
127502.84,F,26,2040.38,Low,Semi-Urban,182146.92,714.21,2,657.44,1,Active,1
105190.65,M,33,2449.63,Low,Urban,161831.77,473.95,4,714.21,0,Inactive,1
87094.01,F,41,4954.72,Low,Semi-Urban,124420.01,616.32,NA,876.36,0,Inactive,1
162620.9,F,29,2899.81,Low,Rural,203276.12,709.21,NA,785.05,0,Inactive,1
105507.85,F,63,2432.38,Low,Semi-Urban,150725.5,576.87,3,731.24,0,Active,1
35712.49,F,25,2005.9,Low,Rural,47616.65,NA,2,775.15,0,Unpossessed,1
63322.47,M,41,1763.35,Low,Semi-Urban,90460.67,545.5,2,662.45,0,Active,1
180293.25,F,36,NA,Low,Semi-Urban,257561.78,702.33,NA,747.94,1,Inactive,1
72323.83,F,18,4324.64,Low,Urban,103319.76,822.06,3,702.12,0,Active,1
20403.72,M,56,3060.04,Low,Semi-Urban,31390.34,153.87,5,742.14,0,Inactive,1
77726.05,F,65,2053.77,High,Semi-Urban,103634.73,278.59,2,870.52,0,Inactive,1
39172.41,M,41,3880.19,Low,Urban,55960.59,393.97,NA,811.7,0,Unpossessed,1
21292.17,F,26,3068.49,Low,Semi-Urban,32757.18,170.73,1,749.96,1,NA,1
77667.53,F,35,1660.21,Low,Semi-Urban,119488.51,704.13,2,685.81,1,Unpossessed,1
16204,F,63,NA,High,Semi-Urban,20255,86.04,2,NA,0,Unpossessed,1
20245.7,F,30,1041.71,Low,Semi-Urban,26994.26,133.27,2,794.11,0,Inactive,1
18062.6,F,18,1136.75,Low,Semi-Urban,27788.62,123.79,NA,667.06,0,Active,1
44911.02,F,18,3523.18,Low,Urban,69093.87,630.04,3,686.28,0,Unpossessed,1
81801.62,M,36,2816.91,Low,Semi-Urban,102252.03,713.31,1,813.45,0,Inactive,1
48150.96,M,26,2585.85,Low,Urban,74078.4,312.34,3,689.75,0,Inactive,1
23065.54,M,48,1714.72,Low,Semi-Urban,35485.45,189.76,2,663.6,0,Unpossessed,1
15397.8,F,63,942.73,High,Semi-Urban,20530.4,205.31,4,790.19,0,Active,0
16703.46,M,55,2490.68,Low,Semi-Urban,23862.09,247.06,4,702.5,0,NA,1
96271.3,F,63,2311.85,High,Semi-Urban,137530.43,375.02,NA,748.87,0,Active,0
46041.73,F,62,4732.78,High,Semi-Urban,65773.9,647.17,1,825.85,0,Unpossessed,0
94279.13,M,40,6220.1,Low,Semi-Urban,134684.47,466.14,1,747.39,0,Active,1
62006.62,F,47,1618.69,Low,Semi-Urban,88580.88,497.3,4,747.19,0,Active,1
40032.14,F,64,1561.95,High,Semi-Urban,50040.17,227.79,2,858.63,1,Unpossessed,1
67415.12,M,30,NA,Low,Semi-Urban,96307.31,257.61,1,689.21,0,Inactive,1
99186.9,M,41,NA,Low,Semi-Urban,132249.2,678.44,2,780.37,0,Unpossessed,1
57101.34,F,49,2507.1,Low,Semi-Urban,71376.67,374.27,4,757.89,0,Unpossessed,1
99458.61,M,34,5497.43,Low,Semi-Urban,153013.24,601.24,1,729.08,0,Active,1
42468.64,F,42,1732.5,Low,Rural,60669.49,479.97,1,666.17,0,Active,1
45298.61,F,32,2950.93,Low,Semi-Urban,69690.17,337.05,3,720.23,0,Inactive,1
46160.57,M,32,1942.19,Low,Semi-Urban,65943.67,349.85,4,751.93,0,Inactive,1
